Category,Description,Inputs,Outputs,Status
Junk Market,Pul Rune -> Nosferatu's Coil,"Stamina Potion,Pul Rune,Vampirefang Blt,Identify Scroll",Nosferatu's Coil,EXISTING
Junk Market,Nosferatu's Coil -> Perfect Topaz,"Antidote Potion,Nosferatu's Coil",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Cranebeak,"Stamina Potion,Pul Rune,War Spike,Identify Scroll",Cranebeak,EXISTING
Junk Market,Cranebeak -> Perfect Topaz,"Antidote Potion,Cranebeak",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Nord's Tenderizer,"Stamina Potion,Pul Rune,Truncheon,Identify Scroll",Nord's Tenderizer,EXISTING
Junk Market,Nord's Tenderizer -> Perfect Topaz,"Antidote Potion,Nord's Tenderizer",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Earthshifter,"Stamina Potion,Pul Rune,Thunder Maul,Identify Scroll",Earthshifter,EXISTING
Junk Market,Earthshifter -> Perfect Topaz,"Antidote Potion,Earthshifter",Perfect Topaz,EXISTING
Junk Market,Pul Rune -> Wraithflight,"Stamina Potion,Pul Rune,Ghost Glaive,Identify Scroll",Wraithflight,EXISTING
Junk Market,Wraithflight -> Perfect Topaz,"Antidote Potion,Wraithflight",Perfect Topaz,EXISTING
Endgame Market,Vex -> Ancient 1,"Vex Rune,El Rune,Thawing Potion",Act 1 Statue,EXISTING
Endgame Market,Vex -> Ancient 2,"Vex Rune,Eld Rune,Thawing Potion",Act 2 Statue,EXISTING
Endgame Market,Vex -> Ancient 3,"Vex Rune,Tir Rune,Thawing Potion",Act 3 Statue,EXISTING
Endgame Market,Vex -> Ancient 4,"Vex Rune,Nef Rune,Thawing Potion",Act 4 Statue,EXISTING
Endgame Market,Vex -> Ancient 5,"Vex Rune,Eth Rune,Thawing Potion",Act 5 Statue,EXISTING
Endgame Market,Ancient 1 -> Vex,"Act 1 Statue,Thawing Potion",Vex Rune,EXISTING
Endgame Market,Ancient 2 -> Vex,"Act 2 Statue,Thawing Potion",Vex Rune,EXISTING
Endgame Market,Ancient 3 -> Vex,"Act 3 Statue,Thawing Potion",Vex Rune,EXISTING
Endgame Market,Ancient 4 -> Vex,"Act 4 Statue,Thawing Potion",Vex Rune,EXISTING
Endgame Market,Ancient 5 -> Vex,"Act 5 Statue,Thawing Potion",Vex Rune,EXISTING
Endgame Market,Defender's Bile -> Sur Rune,"Antidote Potion,Defender's Bile",Sur Rune,EXISTING
Endgame Market,Guardian's Thunder -> Sur Rune,"Antidote Potion,Guardian's Thunder",Sur Rune,EXISTING
Endgame Market,Protector's Frost -> Sur Rune,"Antidote Potion,Protector's Frost",Sur Rune,EXISTING
Endgame Market,Defender's Fire -> Sur Rune,"Antidote Potion,Defender's Fire",Sur Rune,EXISTING
Endgame Market,Protector's Statue -> Sur Rune,"Antidote Potion,Protector's Statue",Sur Rune,EXISTING
Endgame Market,Guardian's Light -> Sur Rune,"Antidote Potion,Guardian's Light",Sur Rune,EXISTING
Endgame Market,Torch -> Vex Ist,"Hellfire Torch,Antidote Potion","Vex Rune,UmRune",EXISTING
Endgame Market,Keys -> Ist,"1x3 keyset, Thawing Potion",Ist Rune,EXISTING
Endgame Market,Ist -> Keys,"Ist Rune,Thawing Potion",1x3 Keyset,EXISTING
Endgame Market,Key 1 + Pul = Key 2,"Key of Terror,Pul Rune,Thawing Potion",Key of Hatred,EXISTING
Endgame Market,Key 2 + Pul = Key 3,"Key of Hatred,Pul Rune,Thawing Potion",Key of Destruction,EXISTING
Endgame Market,Key 3 + Pul = Key 1,"Key of Destruction,Pul Rune,Thawing Potion",Key of Terror,EXISTING
Endgame Market,Annihilus -> Ohm Vex,"Antidote Potion,Annihilus","Ohm Rune, Vex Rune",EXISTING
Base Market,"Vex Rune -> Berserker Axe,nor,sock=5","Stamina Potion,Vex Rune,El Rune,Flawless Diamond","Berserker Axe,nor,sock=5",EXISTING
Base Market,"Ist Rune -> Berserker Axe,nor,eth,sock=4","Stamina Potion,Ist Rune,Eld Rune,Flawless Diamond","Berserker Axe,nor,eth,sock=4",EXISTING
Base Market,"Lo Rune -> Berserker Axe,nor,eth,sock=5","Stamina Potion,Lo Rune,Tir Rune,Flawless Diamond","Berserker Axe,nor,eth,sock=5",EXISTING
Base Market,"Vex Rune -> Berserker Axe,nor,eth,sock=6","Stamina Potion,Vex Rune,Nef Rune,Flawless Diamond","Berserker Axe,nor,eth,sock=6",EXISTING
Base Market,"Vex Rune -> Berserker Axe,nor,eth","Stamina Potion,Vex Rune,Eth Rune,Flawless Diamond","Berserker Axe,nor,eth",EXISTING
Base Market,"Ist Rune -> Ettin Axe,nor,eth","Stamina Potion,Ist Rune,Ith Rune,Flawless Diamond","Ettin Axe,nor,eth",EXISTING
Base Market,"Um Rune -> Ettin Axe,nor,eth,sock=4","Stamina Potion,Um Rune,Tal Rune,Flawless Diamond","Ettin Axe,nor,eth,sock=4",EXISTING
Base Market,"Ist Rune -> Ettin Axe,nor,eth,sock=5","Stamina Potion,Ist Rune,Ral Rune,Flawless Diamond","Ettin Axe,nor,eth,sock=5",EXISTING
Base Market,"Um Rune -> Scourge,nor,eth,sock=4","Stamina Potion,Um Rune,Ort Rune,Flawless Diamond","Scourge,nor,eth,sock=4",EXISTING
Base Market,"Pul Rune -> Small Crescent,nor,eth,sock=4","Stamina Potion,Pul Rune,Thul Rune,Flawless Diamond","Small Crescent,nor,eth,sock=4",EXISTING
Base Market,"Um Rune -> Crystal Sword,nor,eth,sock=5","Stamina Potion,Um Rune,El Rune,Flawless Emerald","Crystal Sword,nor,eth,sock=5",EXISTING
Base Market,"Pul Rune -> Phase Blade,nor,sock=3","Stamina Potion,Pul Rune,Eld Rune,Flawless Emerald","Phase Blade,nor,sock=3",EXISTING
Base Market,"Pul Rune -> Phase Blade,nor,sock=4","Stamina Potion,Pul Rune,Tir Rune,Flawless Emerald","Phase Blade,nor,sock=4",EXISTING
Base Market,"Pul Rune -> Phase Blade,nor,sock=5","Stamina Potion,Pul Rune,Nef Rune,Flawless Emerald","Phase Blade,nor,sock=5",EXISTING
Base Market,"Vex Rune -> Thunder Maul,nor,eth","Stamina Potion,Vex Rune,Eth Rune,Flawless Emerald","Thunder Maul,nor,eth",EXISTING
Base Market,"Vex Rune -> Thunder Maul,nor,eth,sock=4","Stamina Potion,Vex Rune,Ith Rune,Flawless Emerald","Thunder Maul,nor,eth,sock=4",EXISTING
Base Market,"Gul Rune -> Thunder Maul,nor,eth,sock=5","Stamina Potion,Gul Rune,Tal Rune,Flawless Emerald","Thunder Maul,nor,eth,sock=5",EXISTING
Base Market,"Mal Rune -> Thunder Maul,nor,eth,sock=6","Stamina Potion,Mal Rune,Ral Rune,Flawless Emerald","Thunder Maul,nor,eth,sock=6",EXISTING
Base Market,"Um Rune -> Ghost Spear,nor,eth","Stamina Potion,Um Rune,Ort Rune,Flawless Emerald","Ghost Spear,nor,eth",EXISTING
Base Market,"Gul Rune -> War Pike,nor,eth","Stamina Potion,Gul Rune,Thul Rune,Flawless Emerald","War Pike,nor,eth",EXISTING
Base Market,"Lem Rune -> Balrog Blade,nor,eth","Stamina Potion,Lem Rune,El Rune,Flawless Topaz","Balrog Blade,nor,eth",EXISTING
Base Market,"Um Rune -> Balrog Blade,nor,eth,sock=4","Stamina Potion,Um Rune,Eld Rune,Flawless Topaz","Balrog Blade,nor,eth,sock=4",EXISTING
Base Market,"Pul Rune -> Highland Blade,nor,eth,sock=4","Stamina Potion,Pul Rune,Tir Rune,Flawless Topaz","Highland Blade,nor,eth,sock=4",EXISTING
Base Market,"Mal Rune -> Colossus Blade,nor,eth","Stamina Potion,Mal Rune,Nef Rune,Flawless Topaz","Colossus Blade,nor,eth",EXISTING
Base Market,"Um Rune -> Colossus Blade,nor,eth,sock=4","Stamina Potion,Um Rune,Eth Rune,Flawless Topaz","Colossus Blade,nor,eth,sock=4",EXISTING
Base Market,"Um Rune -> Colossus Blade,nor,sock=5","Stamina Potion,Um Rune,Ith Rune,Flawless Topaz","Colossus Blade,nor,sock=5",EXISTING
Base Market,"Ist Rune -> Colossus Blade,nor,eth,sock=5","Stamina Potion,Ist Rune,Tal Rune,Flawless Topaz","Colossus Blade,nor,eth,sock=5",EXISTING
Base Market,"Ist Rune -> Colossus Blade,nor,eth,sock=6","Stamina Potion,Ist Rune,Ral Rune,Flawless Topaz","Colossus Blade,nor,eth,sock=6",EXISTING
Base Market,"Um Rune -> Thresher,nor,sock=4","Stamina Potion,Um Rune,Ort Rune,Flawless Topaz","Thresher,nor,sock=4",EXISTING
Base Market,"Um Rune -> Thresher,nor,eth","Stamina Potion,Um Rune,Thul Rune,Flawless Topaz","Thresher,nor,eth",EXISTING
Base Market,"Ohm Rune -> Thresher,nor,eth,sock=4","Stamina Potion,Ohm Rune,El Rune,Flawless Saphire","Thresher,nor,eth,sock=4",EXISTING
Base Market,"Um Rune -> Thresher,nor,eth,sock=5","Stamina Potion,Um Rune,Eld Rune,Flawless Saphire","Thresher,nor,eth,sock=5",EXISTING
Base Market,"Gul Rune -> Colossus Voulge,nor,eth,sock=4","Stamina Potion,Gul Rune,Tir Rune,Flawless Saphire","Colossus Voulge,nor,eth,sock=4",EXISTING
Base Market,"Ohm Rune -> Giant Thresher,nor,eth,sock=4","Stamina Potion,Ohm Rune,Nef Rune,Flawless Saphire","Giant Thresher,nor,eth,sock=4",EXISTING
Base Market,"Vex Rune -> Cryptic Axe,nor,sock=4","Stamina Potion,Vex Rune,Eth Rune,Flawless Saphire","Cryptic Axe,nor,sock=4",EXISTING
Base Market,"Gul Rune -> Great Poleaxe,nor,eth,sock=4","Stamina Potion,Gul Rune,Ith Rune,Flawless Saphire","Great Poleaxe,nor,eth,sock=4",EXISTING
Base Market,"Gul Rune -> Great Poleaxe,nor,eth,sock=5","Stamina Potion,Gul Rune,Tal Rune,Flawless Saphire","Great Poleaxe,nor,eth,sock=5",EXISTING
Base Market,"Lem Rune -> Flail,nor,sock=3","Stamina Potion,Lem Rune,Ral Rune,Flawless Saphire","Flail,nor,sock=3",EXISTING
Base Market,"Lem Rune -> Flail,nor,sock=4","Stamina Potion,Lem Rune,Ort Rune,Flawless Saphire","Flail,nor,sock=4",EXISTING
Base Market,"Lem Rune -> Flail,nor,sock=5","Stamina Potion,Lem Rune,Thul Rune,Flawless Saphire","Flail,nor,sock=5",EXISTING
Base Market,"Um Rune -> Flail,nor,eth,sock=4","Stamina Potion,Um Rune,El Rune,Flawless Ruby","Flail,nor,eth,sock=4",EXISTING
Base Market,"Pul Rune -> Flail,nor,eth,sock=5","Stamina Potion,Pul Rune,Eld Rune,Flawless Ruby","Flail,nor,eth,sock=5",EXISTING
Base Market,"Lem Rune -> Crystal Sword,nor,sock=4","Stamina Potion,Lem Rune,Tir Rune,Flawless Ruby","Crystal Sword,nor,sock=4",EXISTING
Base Market,"Um Rune -> Crystal Sword,nor,sock=5","Stamina Potion,Um Rune,Nef Rune,Flawless Ruby","Crystal Sword,nor,sock=5",EXISTING
Base Market,"Lem Rune -> Crystal Sword,nor,sock=6","Stamina Potion,Lem Rune,Eth Rune,Flawless Ruby","Crystal Sword,nor,sock=6",EXISTING
Base Market,"Pul Rune -> Crystal Sword,nor,eth,sock=4","Stamina Potion,Pul Rune,Ith Rune,Flawless Ruby","Crystal Sword,nor,eth,sock=4",EXISTING
Base Market,"Ist Rune -> Crystal Sword,nor,eth,sock=5","Stamina Potion,Ist Rune,Tal Rune,Flawless Ruby","Crystal Sword,nor,eth,sock=5",EXISTING
Base Market,"Lem Rune -> Bone Visage,nor,sock=3","Stamina Potion,Lem Rune,Ral Rune,Flawless Ruby","Bone Visage,nor,sock=3",EXISTING
Base Market,"Lem Rune -> Mage Plate,nor,sock=3","Stamina Potion,Lem Rune,Ort Rune,Flawless Ruby","Mage Plate,nor,sock=3",EXISTING
Base Market,"Lem Rune -> Mage Plate,nor,sock=4","Stamina Potion,Lem Rune,Thul Rune,Flawless Ruby","Mage Plate,nor,sock=4",EXISTING
Base Market,"Lem Rune -> Archon Plate,nor,sock=3","Stamina Potion,Lem Rune,El Rune,Flawless Amethyst","Archon Plate,nor,sock=3",EXISTING
Base Market,"Lem Rune -> Archon Plate,nor,sock=4","Stamina Potion,Lem Rune,Eld Rune,Flawless Amethyst","Archon Plate,nor,sock=4",EXISTING
Base Market,"Lem Rune -> Dusk Shroud,nor,sock=3","Stamina Potion,Lem Rune,Tir Rune,Flawless Amethyst","Dusk Shroud,nor,sock=3",EXISTING
Base Market,"Lem Rune -> Dusk Shroud,nor,sock=4","Stamina Potion,Lem Rune,Nef Rune,Flawless Amethyst","Dusk Shroud,nor,sock=4",EXISTING
Base Market,"Ist Rune -> Sacred Armor,nor,eth,sock=3","Stamina Potion,Ist Rune,Eth Rune,Flawless Amethyst","Sacred Armor,nor,eth,sock=3",EXISTING
Base Market,"Ist Rune -> Sacred Armor,nor,eth,sock=4","Stamina Potion,Ist Rune,Ith Rune,Flawless Amethyst","Sacred Armor,nor,eth,sock=4",EXISTING
Base Market,"Pul Rune -> Monarch,nor,sock=4","Stamina Potion,Pul Rune,Tal Rune,Flawless Amethyst","Monarch,nor,sock=4",EXISTING
Base Market,"Pul Rune -> Monarch,nor,eth","Stamina Potion,Pul Rune,Ral Rune,Flawless Amethyst","Monarch,nor,eth",EXISTING
Charm Market,Pul for Fine Small Charm,"Charm Small,Pul Rune,Flawless Diamond,Stamina Potion",Fine Small Charm,EXISTING
Charm Market,Gul for Shimmering Small Charm,"Charm Small,Gul Rune,Flawless Diamond,Stamina Potion",Shimmering Small Charm,EXISTING
Charm Market,Um for Small Charm of Good Luck,"Charm Small,Um Rune,Flawless Diamond,Stamina Potion",Small Charm of Good Luck,EXISTING
Charm Market,Mal for Small Charm of Vita,"Charm Small,Mal Rune,Flawless Diamond,Stamina Potion",Small Charm of Vita,EXISTING
Charm Market,Lem for Small Charm of Inertia,"Charm Small,Lem Rune,Flawless Diamond,Stamina Potion",Small Charm of Inertia,EXISTING
Charm Market,Amazon Skillers,,Note: Crafted Sunder charms are found in ,EXISTING
Charm Market,Bow,"Grand Charm, Um, El, Stamina Potion",the unique market :),EXISTING
Charm Market,Passives,"Grand Charm, Lem, El, Stamina Potion",,EXISTING
Charm Market,Javelins,"Grand Charm, Pul, El, Stamina Potion",,EXISTING
Charm Market,Sorceress Skillers,,,EXISTING
Charm Market,Fire,"Grand Charm, Um, Eld, Stamina Potion",,EXISTING
Charm Market,Cold,"Grand Charm, Mal, Eld, Stamina Potion",,EXISTING
Charm Market,Lightning,"Grand Charm, Gul, Eld, Stamina Potion ",,EXISTING
Charm Market,Necromancer Skillers,,,EXISTING
Charm Market,Curses,"Grand Charm, Lem, Tir, Stamina Potion",,EXISTING
Charm Market,Poison and Bone,"Grand Charm, Mal, Tir, Stamina potion",,EXISTING
Charm Market,Summons ,"Grand Charm, Um, Tir, Stamina Potion",,EXISTING
Charm Market,Paladin,,,EXISTING
Charm Market,Combat Arts,"Grand Charm, Gul, Nef, Stamina Potion",,EXISTING
Charm Market,Offensive Auras,"Grand Charm, Mal, Nef, Stamina Potion",,EXISTING
Charm Market,Defensive Auras,"Grand Charm, Lem, Nef, Stamina Potion",,EXISTING
Charm Market,Barbarian,,,EXISTING
Charm Market,Combat Masteries,"Grand Charm, Lem, Eth, Stamina Potion",,EXISTING
Charm Market,Combat Skills,"Grand Charm, Pul, Eth, Stamina Potion",,EXISTING
Charm Market,Shouts,"Grand Charm, Um, Eth, Stamina Potion",,EXISTING
Charm Market,Druid,,,EXISTING
Charm Market,Summons,"Grand Charm, Lem, Ith, Stamina Potion",,EXISTING
Charm Market,Shapeshifting,"Grand Charm, Um, Ith, Stamina Potion ",,EXISTING
Charm Market,Elementals ,"Grand Charm, Mal, Ith, Stamina Potion",,EXISTING
Charm Market,"
",,,EXISTING
Charm Market,Assassin,,,EXISTING
Charm Market,Traps,"Grand Charm, Mal, Tal, Stamina Potion",,EXISTING
Charm Market,Disciplines,"Grand Charm, Pul, Tal, Stamina Potion",,EXISTING
Charm Market,Martial Arts,"Grand Charm, Um, Tal, Stamina Potion",,EXISTING
Charm Market,Warlock,,,EXISTING
Charm Market,Chaos,"Grand Charm, Gul, Ral, Stamina Potion",,EXISTING
Charm Market,Eldrich,"Grand Charm, Vex, Ral, Stamina Potion",,EXISTING
Charm Market,Demons,"Grand Charm, Ist, Ral, Stamina Potion",,EXISTING
Services Market,Lazruk Quest,"Any socketable item with no sockets, Mal Rune, Stamina Potion, Identity Scroll, Town Portal Scroll",Item Socketed to the maximum of what the player and item can do,EXISTING
Services Market,Removes and preserves gems and items,"Any Socketed Item,Token of Absolution,Thawing Potion","useitem,rem",EXISTING
Classic Sunder,Um Rune -> Cold Rupture,"Stamina Potion,Um Rune,Charm Grand,Flawless Saphire",Cold Rupture,EXISTING
Classic Sunder,Cold Rupture -> Pul Rune,"Antidote Potion,Cold Rupture",Pul Rune,EXISTING
Classic Sunder,Um Rune -> Flame Rift,"Stamina Potion,Um Rune,Charm Grand,Flawless Ruby",Flame Rift,EXISTING
Classic Sunder,Flame Rift -> Pul Rune,"Antidote Potion,Flame Rift",Pul Rune,EXISTING
Classic Sunder,Um Rune -> Crack of the Heavens,"Stamina Potion,Um Rune,Charm Grand,Flawless Diamond",Crack of the Heavens,EXISTING
Classic Sunder,Crack of the Heavens -> Pul Rune,"Antidote Potion,Crack of the Heavens",Pul Rune,EXISTING
Classic Sunder,Um Rune -> Rotting Fissure,"Stamina Potion,Um Rune,Charm Grand,Flawless Emerald",Rotting Fissure,EXISTING
Classic Sunder,Rotting Fissure -> Pul Rune,"Antidote Potion,Rotting Fissure",Pul Rune,EXISTING
Classic Sunder,Um Rune -> Bone Break,"Stamina Potion,Um Rune,Charm Grand,Flawless Skull",Bone Break,EXISTING
Classic Sunder,Bone Break -> Pul Rune,"Antidote Potion,Bone Break",Pul Rune,EXISTING
Classic Sunder,Um Rune -> Black Cleft,"Stamina Potion,Um Rune,Charm Grand,Flawless Amethyst",Black Cleft,EXISTING
Classic Sunder,Black Cleft -> Pul Rune,"Antidote Potion,Black Cleft",Pul Rune,EXISTING
UniqueSet Market,Buy Eth Titan's Revenge,"Jah Rune, Matriarchal Javelin, Stamina Potion, Identify Scroll",Unique Ethereal Matriarchal Javelin,NEW
UniqueSet Market,Sell Eth Titan's Revenge,"Unique Ethereal Matriarchal Javelin, Antidote Potion",Ber Rune,NEW
UniqueSet Market,Buy Eth Death's Web,"Jah Rune, Unearthed Wand, Stamina Potion, Identify Scroll",Unique Ethereal Unearthed Wand,NEW
UniqueSet Market,Sell Eth Death's Web,"Unique Ethereal Unearthed Wand, Antidote Potion",Ber Rune,NEW
UniqueSet Market,Buy Eth Tomb Reaver,"Lo Rune, Phase Blade, Stamina Potion, Town Portal Scroll",Unique Ethereal Phase Blade,NEW
UniqueSet Market,Sell Eth Tomb Reaver,"Unique Ethereal Phase Blade, Antidote Potion",Ohm Rune,NEW
UniqueSet Market,Buy Eth Death Cleaver,"Ohm Rune, Berserker Axe, Stamina Potion, Town Portal Scroll",Unique Ethereal Berserker Axe,NEW
UniqueSet Market,Sell Eth Death Cleaver,"Unique Ethereal Berserker Axe, Antidote Potion",Vex Rune,NEW
UniqueSet Market,Buy Eth Reaper's Toll,"Ohm Rune, Colossus Voulge, Stamina Potion, Town Portal Scroll",Unique Ethereal Colossus Voulge,NEW
UniqueSet Market,Sell Eth Reaper's Toll,"Unique Ethereal Colossus Voulge, Antidote Potion",Vex Rune,NEW
UniqueSet Market,Buy Eth Sandstorm Trek,"Gul Rune, Scarabshell Boots, Stamina Potion, Town Portal Scroll",Unique Ethereal Scarabshell Boots,NEW
UniqueSet Market,Sell Eth Sandstorm Trek,"Unique Ethereal Scarabshell Boots, Antidote Potion",Ist Rune,NEW
UniqueSet Market,Buy Eth Gladiator's Bane,"Mal Rune, Shadow Plate, Stamina Potion, Town Portal Scroll",Unique Ethereal Shadow Plate,NEW
UniqueSet Market,Sell Eth Gladiator's Bane,"Unique Ethereal Shadow Plate, Antidote Potion",Um Rune,NEW
UniqueSet Market,Buy Eth Duriel's Shell,"Gul Rune, Shadow Plate, Stamina Potion, Identify Scroll",Unique Ethereal Shadow Plate,NEW
UniqueSet Market,Sell Eth Duriel's Shell,"Unique Ethereal Shadow Plate, Antidote Potion",Ist Rune,NEW
UniqueSet Market,Buy Eth Herald of Zakarum,"Lo Rune, Gilded Shield, Stamina Potion, Identify Scroll",Unique Ethereal Gilded Shield,NEW
UniqueSet Market,Sell Eth Herald of Zakarum,"Unique Ethereal Gilded Shield, Antidote Potion",Ohm Rune,NEW
UniqueSet Market,Buy Eth Shaftstop,"Mal Rune, Wire Fleece, Stamina Potion, Town Portal Scroll",Unique Ethereal Wire Fleece,NEW
UniqueSet Market,Sell Eth Shaftstop,"Unique Ethereal Wire Fleece, Antidote Potion",Um Rune,NEW
UniqueSet Market,Buy Eth Hone Sundan,"Um Rune, Thresher, Stamina Potion, Identify Scroll",Unique Ethereal Thresher,NEW
UniqueSet Market,Sell Eth Hone Sundan,"Unique Ethereal Thresher, Antidote Potion",Pul Rune,NEW
Endgame Market,Key Bundle (2 Ist),"Ist Rune,qty=2, Stamina Potion","Key of Terror, Key of Hate, Key of Destruction",NEW
Endgame Market,Buy Twisted Essence,"Pul Rune, Stamina Potion, Identify Scroll",Twisted Essence of Suffering,NEW
Endgame Market,Buy Charged Essence,"Pul Rune, Stamina Potion, Town Portal Scroll",Charged Essence of Hatred,NEW
Endgame Market,Buy Burning Essence,"Pul Rune, Stamina Potion, Thawing Potion",Burning Essence of Terror,NEW
Endgame Market,Buy Festering Essence,"Pul Rune, Stamina Potion, Perfect Amethyst",Festering Essence of Destruction,NEW
Endgame Market,Sell Twisted Essence,"Twisted Essence of Suffering, Antidote Potion",Lem Rune,NEW
Endgame Market,Sell Charged Essence,"Charged Essence of Hatred, Antidote Potion",Lem Rune,NEW
Endgame Market,Sell Burning Essence,"Burning Essence of Terror, Antidote Potion",Lem Rune,NEW
Endgame Market,Sell Festering Essence,"Festering Essence of Destruction, Antidote Potion",Lem Rune,NEW
Endgame Market,Buy Mephisto Brain,"Vex Rune, Stamina Potion, Identify Scroll",Mephisto's Brain,NEW
Endgame Market,Buy Diablo Horn,"Vex Rune, Stamina Potion, Town Portal Scroll",Diablo's Horn,NEW
Endgame Market,Buy Baal Eye,"Vex Rune, Stamina Potion, Thawing Potion",Baal's Eye,NEW
Endgame Market,Sell Mephisto Brain,"Mephisto's Brain, Antidote Potion",Ist Rune,NEW
Endgame Market,Sell Diablo Horn,"Diablo's Horn, Antidote Potion",Ist Rune,NEW
Endgame Market,Sell Baal Eye,"Baal's Eye, Antidote Potion",Ist Rune,NEW
Base Market,r21 -> Monarch 4os,"Stamina Potion, Pul Rune, El Rune, Flawless Skull",4 Sockets Mage Plate,NEW
Base Market,r23 -> Eth Monarch 4os,"Stamina Potion, Mal Rune, Eld Rune, Flawless Skull",Ethereal 4 Sockets Mage Plate,NEW
Base Market,r24 -> Eth Dusk Shroud 3os,"Stamina Potion, Ist Rune, Tir Rune, Flawless Skull",Ethereal 3 Sockets Dusk Shroud,NEW
Base Market,r24 -> Eth Archon Plate 3os,"Stamina Potion, Ist Rune, Nef Rune, Flawless Skull",Ethereal 3 Sockets Archon Plate,NEW
Base Market,r25 -> Eth Archon Plate 4os,"Stamina Potion, Gul Rune, Eth Rune, Flawless Skull",Ethereal 4 Sockets Archon Plate,NEW
Base Market,r21 -> Wyrmhide 3os,"Stamina Potion, Pul Rune, Ith Rune, Flawless Skull",3 Sockets Wyrmhide,NEW
Base Market,r27 -> Eth Berserker Axe 6os,"Stamina Potion, Ohm Rune, Tal Rune, Flawless Skull",Ethereal 6 Sockets Berserker Axe,NEW
Base Market,r22 -> Eth Cryptic Axe 5os,"Stamina Potion, Um Rune, Ral Rune, Flawless Skull",Ethereal 5 Sockets Cryptic Axe,NEW
Base Market,r22 -> Eth Giant Thresher,"Stamina Potion, Um Rune, Ort Rune, Flawless Skull",Ethereal Giant Thresher,NEW
Base Market,r20 -> Broad Sword 4os,"Stamina Potion, Lem Rune, Thul Rune, Flawless Skull",4 Sockets Broad Sword,NEW
Services Market,Reroll Grand Charm,"Grand Charm, Pul Rune, Perfect Amethyst",Magic Grand Charm,NEW
Services Market,Reroll Small Charm,"Small Charm, Lem Rune, Perfect Amethyst",Magic Small Charm,NEW
Services Market,Imbue Weapon,"No Sockets Weapon, Mal Rune, Perfect Amethyst",Item (Rare),NEW
Services Market,Imbue Armor,"No Sockets Body Armor, Mal Rune, Perfect Amethyst",Item (Rare),NEW
Services Market,Imbue Helm,"No Sockets Helm, Mal Rune, Perfect Amethyst",Item (Rare),NEW
Services Market,Imbue Shield,"No Sockets Shield, Mal Rune, Perfect Amethyst",Item (Rare),NEW
Services Market,Repair and Recharge,"any,rep, Lem Rune, Ort Rune",Item (Modified),NEW
Services Market,Bulk Full Rejuvs,"Lem Rune,qty=3, Stamina Potion","Full Rejuvenation Potion, Full Rejuvenation Potion, Full Rejuvenation Potion",NEW
Jewel Market,Buy Fire Facet,"Ist Rune, Jewel, Stamina Potion, Flawless Ruby",Unique Jewel,NEW
Jewel Market,Sell Fire Facet,"Unique Jewel, Antidote Potion, Flawless Ruby",Mal Rune,NEW
Jewel Market,Buy Cold Facet,"Ist Rune, Jewel, Stamina Potion, Flawless Sapphire",Unique Jewel,NEW
Jewel Market,Sell Cold Facet,"Unique Jewel, Antidote Potion, Flawless Sapphire",Mal Rune,NEW
Jewel Market,Buy Lightning Facet,"Gul Rune, Jewel, Stamina Potion, Flawless Diamond",Unique Jewel,NEW
Jewel Market,Sell Lightning Facet,"Unique Jewel, Antidote Potion, Flawless Diamond",Ist Rune,NEW
Jewel Market,Buy Poison Facet,"Ist Rune, Jewel, Stamina Potion, Flawless Emerald",Unique Jewel,NEW
Jewel Market,Sell Poison Facet,"Unique Jewel, Antidote Potion, Flawless Emerald",Mal Rune,NEW
Jewel Market,Buy 15IAS/40ED Jewel,"Ber Rune, Jewel, Stamina Potion, Perfect Diamond",Rare Jewel,NEW
Jewel Market,Sell 15IAS/40ED Jewel,"Rare Jewel, Antidote Potion, Perfect Diamond",Lo Rune,NEW
Jewel Market,Buy 15IAS/30ED Jewel,"Ohm Rune, Jewel, Stamina Potion, Perfect Emerald",Rare Jewel,NEW
Jewel Market,Sell 15IAS/30ED Jewel,"Rare Jewel, Antidote Potion, Perfect Emerald",Vex Rune,NEW
Rare Items Market,Buy +2 Sorc 20FCR Circlet,"Ber Rune, Diadem, Stamina Potion, Eld Rune",Rare Diadem,NEW
Rare Items Market,Sell +2 Sorc 20FCR Circlet,"Rare Diadem, Antidote Potion, Eld Rune",Lo Rune,NEW
Rare Items Market,Buy +2 Pally 20FCR Circlet,"Ber Rune, Diadem, Stamina Potion, Nef Rune",Rare Diadem,NEW
Rare Items Market,Sell +2 Pally 20FCR Circlet,"Rare Diadem, Antidote Potion, Nef Rune",Lo Rune,NEW
Rare Items Market,Buy +2 Amazon 20FCR Circlet,"Lo Rune, Diadem, Stamina Potion, El Rune",Rare Diadem,NEW
Rare Items Market,Sell +2 Amazon 20FCR Circlet,"Rare Diadem, Antidote Potion, El Rune",Ohm Rune,NEW
Rare Items Market,Buy +2 Necro 20FCR Circlet,"Lo Rune, Diadem, Stamina Potion, Tir Rune",Rare Diadem,NEW
Rare Items Market,Sell +2 Necro 20FCR Circlet,"Rare Diadem, Antidote Potion, Tir Rune",Ohm Rune,NEW
Rare Items Market,Buy +2 Druid 20FCR Circlet,"Lo Rune, Diadem, Stamina Potion, Ith Rune",Rare Diadem,NEW
